TF	Targets	Key
HNF4A	ABCG8	HNF4A_ABCG8
HNF4A	ACAT2	HNF4A_ACAT2
HNF4A	AFP	HNF4A_AFP
HNF4A	AKR1C4	HNF4A_AKR1C4
HNF4A	APOA1	HNF4A_APOA1
HNF4A	APOA2	HNF4A_APOA2
HNF4A	APOB	HNF4A_APOB
HNF4A	APOC3	HNF4A_APOC3
HNF4A	C1QTNF5	HNF4A_C1QTNF5
HNF4A	CDKN1A	HNF4A_CDKN1A
HNF4A	CEACAM1	HNF4A_CEACAM1
HNF4A	CYP27A1	HNF4A_CYP27A1
HNF4A	CYP2B6	HNF4A_CYP2B6
HNF4A	CYP2C8	HNF4A_CYP2C8
HNF4A	CYP2C9	HNF4A_CYP2C9
HNF4A	CYP2D6	HNF4A_CYP2D6
HNF4A	CYP3A4	HNF4A_CYP3A4
HNF4A	CYP7A1	HNF4A_CYP7A1
HNF4A	FABP2	HNF4A_FABP2
HNF4A	GCK	HNF4A_GCK
HNF4A	GFER	HNF4A_GFER
HNF4A	GH1	HNF4A_GH1
HNF4A	GPR39	HNF4A_GPR39
HNF4A	HNF1A	HNF4A_HNF1A
HNF4A	KCNJ11	HNF4A_KCNJ11
HNF4A	LDLR	HNF4A_LDLR
HNF4A	LIPC	HNF4A_LIPC
HNF4A	MMP7	HNF4A_MMP7
HNF4A	MTTP	HNF4A_MTTP
HNF4A	MYC	HNF4A_MYC
HNF4A	NPC1L1	HNF4A_NPC1L1
HNF4A	NR1I2	HNF4A_NR1I2
HNF4A	PCSK9	HNF4A_PCSK9
HNF4A	PPARA	HNF4A_PPARA
HNF4A	RNASE2	HNF4A_RNASE2
HNF4A	SERPINC1	HNF4A_SERPINC1
HNF4A	SHBG	HNF4A_SHBG
HNF4A	SLC22A6	HNF4A_SLC22A6
HNF4A	SLC26A3	HNF4A_SLC26A3
HNF4A	TBP	HNF4A_TBP
HNF4A	TCF7L2	HNF4A_TCF7L2
HNF4A	UGT1A7	HNF4A_UGT1A7
HNF4A	UGT2B7	HNF4A_UGT2B7
HNF4G	AFP	HNF4G_AFP
HNF4G	AKR1C4	HNF4G_AKR1C4
HNF4G	CYP2D6	HNF4G_CYP2D6
HNRNPD	KLF2	HNRNPD_KLF2
HNRNPR	ASCL1	HNRNPR_ASCL1
HOPX	FLG	HOPX_FLG
HOPX	FOS	HOPX_FOS
HOPX	LOR	HOPX_LOR
HOXA1	BCL2	HOXA1_BCL2
HOXA1	CCND1	HOXA1_CCND1
HOXA1	EPAS1	HOXA1_EPAS1
HOXA1	IER3	HOXA1_IER3
HOXA1	LYL1	HOXA1_LYL1
HOXA1	MYC	HOXA1_MYC
HOXA1	PCNA	HOXA1_PCNA
HOXA10	BHLHE22	HOXA10_BHLHE22
HOXA10	CDKN1C	HOXA10_CDKN1C
HOXA10	EMX2	HOXA10_EMX2
HOXA10	ID2	HOXA10_ID2
HOXA10	IGFBP1	HOXA10_IGFBP1
HOXA10	IL11	HOXA10_IL11
HOXA10	IL15	HOXA10_IL15
HOXA10	ITGB3	HOXA10_ITGB3
HOXA10	KLF9	HOXA10_KLF9
HOXA10	LYL1	HOXA10_LYL1
HOXA10	MYCN	HOXA10_MYCN
HOXA10	PHGDH	HOXA10_PHGDH
HOXA10	SNAI1	HOXA10_SNAI1
HOXA10	TP53	HOXA10_TP53
HOXA10	WT1	HOXA10_WT1
HOXA11	HOXA10	HOXA11_HOXA10
HOXA4	TH	HOXA4_TH
HOXA5	ARHGEF1	HOXA5_ARHGEF1
HOXA5	PGR	HOXA5_PGR
HOXA5	PTN	HOXA5_PTN
HOXA5	TH	HOXA5_TH
HOXA7	CDH1	HOXA7_CDH1
HOXA7	IVL	HOXA7_IVL
HOXA7	KRT10	HOXA7_KRT10
HOXA7	TERT	HOXA7_TERT
HOXA7	VIM	HOXA7_VIM
HOXA9	ARHGEF1	HOXA9_ARHGEF1
HOXA9	CDH3	HOXA9_CDH3
HOXA9	ID2	HOXA9_ID2
HOXA9	MYCN	HOXA9_MYCN
HOXA9	NFKB1	HOXA9_NFKB1
HOXA9	RELA	HOXA9_RELA
HOXA9	SELE	HOXA9_SELE
HOXA9	SHOX	HOXA9_SHOX
HOXA9	VCAM1	HOXA9_VCAM1
HOXB1	TCF4	HOXB1_TCF4
HOXB13	TCF4	HOXB13_TCF4
HOXB4	PROM1	HOXB4_PROM1
HOXB7	CCND1	HOXB7_CCND1
HOXB7	CDKN1B	HOXB7_CDKN1B
HOXB7	DAPK1	HOXB7_DAPK1
HOXB7	EGFR	HOXB7_EGFR
HOXB7	FGF2	HOXB7_FGF2
HOXB7	MMP2	HOXB7_MMP2
HOXB7	PDGFA	HOXB7_PDGFA
HOXB7	THBS2	HOXB7_THBS2
HOXB7	VEGFA	HOXB7_VEGFA
HOXB7	WNT5A	HOXB7_WNT5A
HOXC10	HOXB8	HOXC10_HOXB8
HOXC11	LCT	HOXC11_LCT
HOXC11	S100B	HOXC11_S100B
HOXC13	DSG4	HOXC13_DSG4
HOXC13	SPI1	HOXC13_SPI1
HOXC6	IGFBP3	HOXC6_IGFBP3
HOXC6	MME	HOXC6_MME
HOXC8	TNFRSF11B	HOXC8_TNFRSF11B
HOXC9	HOXB8	HOXC9_HOXB8
HOXD1	ITGB1	HOXD1_ITGB1
HOXD13	FHL1	HOXD13_FHL1
HOXD3	ITGA5	HOXD3_ITGA5
HOXD3	ITGAV	HOXD3_ITGAV
HOXD3	ITGB1	HOXD3_ITGB1
HOXD3	ITGB3	HOXD3_ITGB3
HOXD3	PLAU	HOXD3_PLAU
HOXD9	HOXD9	HOXD9_HOXD9
HR	OLR1	HR_OLR1
HSF1	ABCB1	HSF1_ABCB1
HSF1	ATG7	HSF1_ATG7
HSF1	BAG3	HSF1_BAG3
HSF1	CDKN1A	HSF1_CDKN1A
HSF1	CRYGA	HSF1_CRYGA
HSF1	CRYGB	HSF1_CRYGB
HSF1	FKBP4	HSF1_FKBP4
HSF1	FUT4	HSF1_FUT4
HSF1	GUCA2B	HSF1_GUCA2B
HSF1	HLA-G	HSF1_HLA-G
HSF1	HOPX	HSF1_HOPX
HSF1	HSD17B6	HSF1_HSD17B6
HSF1	HSP90B2P	HSF1_HSP90B2P
HSF1	HSPA1A	HSF1_HSPA1A
HSF1	HSPA1B	HSF1_HSPA1B
HSF1	HSPA4	HSF1_HSPA4
HSF1	IL1B	HSF1_IL1B
HSF1	JUN	HSF1_JUN
HSF1	LDHA	HSF1_LDHA
HSF1	MAP3K14	HSF1_MAP3K14
HSF1	MICA	HSF1_MICA
HSF1	MICB	HSF1_MICB
HSF1	NAT1	HSF1_NAT1
HSF1	NFKB1	HSF1_NFKB1
HSF1	POLK	HSF1_POLK
HSF1	RELA	HSF1_RELA
HSF1	SERPINE1	HSF1_SERPINE1
HSF1	SESN3	HSF1_SESN3
HSF1	STIP1	HSF1_STIP1
HSF1	TNF	HSF1_TNF
HSF1	UBB	HSF1_UBB
HSF2	FOS	HSF2_FOS
HSF2	HIF1A	HSF2_HIF1A
HSF2	HSPA4	HSF2_HSPA4
HSF2	MAP2K4	HSF2_MAP2K4
HSF2	MAPK8	HSF2_MAPK8
HSF2	TNFSF11	HSF2_TNFSF11
HSF2	TXN	HSF2_TXN
HSF4	CRYGC	HSF4_CRYGC
HSF4	DNASE2B	HSF4_DNASE2B
HSF4	HIF1A	HSF4_HIF1A
HSF4	RAD51	HSF4_RAD51
HTATIP2	MMP2	HTATIP2_MMP2
HTATIP2	SPP1	HTATIP2_SPP1
HTATIP2	VEGFA	HTATIP2_VEGFA
ID1	ZNF148	ID1_ZNF148
ID2	SNAI1	ID2_SNAI1
ID2	TERT	ID2_TERT
ID3	TCF3	ID3_TCF3
ID3	VEGFA	ID3_VEGFA
ID4	BRCA1	ID4_BRCA1
ID4	SOX2	ID4_SOX2
IFI16	BRCA1	IFI16_BRCA1
IFI16	ICAM1	IFI16_ICAM1
IFI16	MYC	IFI16_MYC
IFI16	TP53	IFI16_TP53
IFI16	WT1	IFI16_WT1
IKBKB	CD44	IKBKB_CD44
IKBKB	CXCL8	IKBKB_CXCL8
IKBKB	MMP9	IKBKB_MMP9
IKBKB	NOS2	IKBKB_NOS2
IKBKB	TP53	IKBKB_TP53
IKBKB	VCAM1	IKBKB_VCAM1
IKZF1	FGFR4	IKZF1_FGFR4
ILF2	ACRV1	ILF2_ACRV1
ILF2	IL2	ILF2_IL2
ILF2	ILF3	ILF2_ILF3
ILF3	ACRV1	ILF3_ACRV1
ILF3	BIRC5	ILF3_BIRC5
ILF3	HLA-DQA1	ILF3_HLA-DQA1
ILF3	HLA-DRA	ILF3_HLA-DRA
ILF3	HLA-DRB1	ILF3_HLA-DRB1
ILF3	IL2	ILF3_IL2
ILF3	PLAU	ILF3_PLAU
ING1	AFP	ING1_AFP
ING1	BAX	ING1_BAX
ING1	CASP3	ING1_CASP3
ING1	CDKN1A	ING1_CDKN1A
ING1	FAT1	ING1_FAT1
ING1	PCNA	ING1_PCNA
ING1	TP53	ING1_TP53
ING2	BCL2	ING2_BCL2
ING2	MMP13	ING2_MMP13
ING2	TMEM71	ING2_TMEM71
ING4	ANGPT1	ING4_ANGPT1
ING4	ARL6IP5	ING4_ARL6IP5
ING4	BAX	ING4_BAX
ING4	BCL2	ING4_BCL2
ING4	CASP3	ING4_CASP3
ING4	CCND1	ING4_CCND1
ING4	CDKN1A	ING4_CDKN1A
ING4	CDKN1B	ING4_CDKN1B
ING4	CXCL8	ING4_CXCL8
ING4	NGF	ING4_NGF
ING4	NTRK1	ING4_NTRK1
ING4	PTGS2	ING4_PTGS2
ING4	SKP2	ING4_SKP2
ING4	SPP1	ING4_SPP1
ING4	TP53	ING4_TP53
IRF1	BCL2	IRF1_BCL2
IRF1	CASP7	IRF1_CASP7
IRF1	CCL5	IRF1_CCL5
IRF1	CCNB1	IRF1_CCNB1
IRF1	CCNE1	IRF1_CCNE1
IRF1	CD40	IRF1_CD40
IRF1	CDK1	IRF1_CDK1
IRF1	CDK2	IRF1_CDK2
IRF1	CDK4	IRF1_CDK4
IRF1	CDKN1A	IRF1_CDKN1A
IRF1	CEACAM1	IRF1_CEACAM1
IRF1	CIITA	IRF1_CIITA
IRF1	CXCL10	IRF1_CXCL10
IRF1	CYBB	IRF1_CYBB
IRF1	DDX58	IRF1_DDX58
IRF1	DST	IRF1_DST
IRF1	E2F1	IRF1_E2F1
IRF1	EIF2AK2	IRF1_EIF2AK2
IRF1	ERAP2	IRF1_ERAP2
IRF1	FASLG	IRF1_FASLG
IRF1	FOXP3	IRF1_FOXP3
IRF1	HLA-A	IRF1_HLA-A
IRF1	HLA-G	IRF1_HLA-G
IRF1	IFIT3	IRF1_IFIT3
IRF1	IFNA1	IRF1_IFNA1
IRF1	IFNA13	IRF1_IFNA13
IRF1	IFNB1	IRF1_IFNB1
IRF1	IFNG	IRF1_IFNG
IRF1	IL10	IRF1_IL10
IRF1	IL12A	IRF1_IL12A
IRF1	IL12B	IRF1_IL12B
IRF1	IL27	IRF1_IL27
IRF1	IRF2	IRF1_IRF2
IRF1	MMP9	IRF1_MMP9
IRF1	MYB	IRF1_MYB
IRF1	NCF2	IRF1_NCF2
IRF1	OGN	IRF1_OGN
IRF1	PIGR	IRF1_PIGR
IRF1	POLH	IRF1_POLH
IRF1	PSMB10	IRF1_PSMB10
IRF1	PSMB9	IRF1_PSMB9
IRF1	SLPI	IRF1_SLPI
IRF1	SOCS1	IRF1_SOCS1
IRF1	SOCS2	IRF1_SOCS2
IRF1	TAP1	IRF1_TAP1
IRF1	TAP2	IRF1_TAP2
IRF1	TAPBP	IRF1_TAPBP
IRF1	TNFSF10	IRF1_TNFSF10
IRF1	TP53	IRF1_TP53
IRF1	TRIM22	IRF1_TRIM22
IRF1	VCAM1	IRF1_VCAM1
IRF2	CIITA	IRF2_CIITA
IRF2	CXCR4	IRF2_CXCR4
IRF2	DST	IRF2_DST
IRF2	ERAP2	IRF2_ERAP2
IRF2	IFNB1	IRF2_IFNB1
IRF2	IFNGR1	IRF2_IFNGR1
IRF2	IL4	IRF2_IL4
IRF2	TAP1	IRF2_TAP1
IRF3	ABCC2	IRF3_ABCC2
IRF3	CCL2	IRF3_CCL2
IRF3	CCL5	IRF3_CCL5
IRF3	CXCL10	IRF3_CXCL10
IRF3	IFNA1	IRF3_IFNA1
IRF3	IFNB1	IRF3_IFNB1
IRF3	IFNL1	IRF3_IFNL1
IRF3	IRF5	IRF3_IRF5
IRF3	IRF7	IRF3_IRF7
IRF3	MAVS	IRF3_MAVS
IRF3	PURA	IRF3_PURA
IRF3	SOCS2	IRF3_SOCS2
IRF3	TLR3	IRF3_TLR3
IRF3	TLR4	IRF3_TLR4
IRF3	TNPO1	IRF3_TNPO1
IRF4	BCL6	IRF4_BCL6
IRF4	CD68	IRF4_CD68
IRF4	FCER2	IRF4_FCER2
IRF4	IRF3	IRF4_IRF3
IRF4	MS4A1	IRF4_MS4A1
IRF5	IFNA1	IRF5_IFNA1
IRF5	PDLIM7	IRF5_PDLIM7
IRF5	TNF	IRF5_TNF
IRF6	NR1H4	IRF6_NR1H4
IRF7	ATF4	IRF7_ATF4
IRF7	CCL5	IRF7_CCL5
IRF7	CD80	IRF7_CD80
IRF7	CXCL10	IRF7_CXCL10
IRF7	IFNA1	IRF7_IFNA1
IRF7	IFNA13	IRF7_IFNA13
IRF7	IFNA2	IRF7_IFNA2
IRF7	IFNB1	IRF7_IFNB1
IRF7	IFNL1	IRF7_IFNL1
IRF7	IFNL2	IRF7_IFNL2
IRF7	IFNL3	IRF7_IFNL3
IRF7	NR1H4	IRF7_NR1H4
IRF8	CD68	IRF8_CD68
IRF8	CFLAR	IRF8_CFLAR
IRF8	CYBB	IRF8_CYBB
IRF8	GAS2	IRF8_GAS2
IRF8	IL10	IRF8_IL10
IRF8	IL12A	IRF8_IL12A
IRF8	IL1B	IRF8_IL1B
IRF8	NCF2	IRF8_NCF2
IRF8	NF1	IRF8_NF1
IRF8	TLR3	IRF8_TLR3
IRF8	TLR4	IRF8_TLR4
IRF9	CCND2	IRF9_CCND2
IRF9	CDKN1A	IRF9_CDKN1A
IRF9	CDKN1B	IRF9_CDKN1B
IRF9	IFIT3	IRF9_IFIT3
IRF9	IL27	IRF9_IL27
IRF9	NCAM1	IRF9_NCAM1
IRF9	PML	IRF9_PML
IRF9	SP100	IRF9_SP100
ISL1	FGF10	ISL1_FGF10
ISL1	GCG	ISL1_GCG
ISL1	MEF2C	ISL1_MEF2C
JARID2	MYH6	JARID2_MYH6
JARID2	MYL7	JARID2_MYL7
JARID2	NPPA	JARID2_NPPA
JDP2	ATF3	JDP2_ATF3
JDP2	DDIT3	JDP2_DDIT3
JUN	ABCB1	JUN_ABCB1
JUN	ACTA1	JUN_ACTA1
JUN	ALOX12	JUN_ALOX12
JUN	APOC3	JUN_APOC3
JUN	APOM	JUN_APOM
JUN	APP	JUN_APP
JUN	AR	JUN_AR
JUN	ATF3	JUN_ATF3
JUN	BATF3	JUN_BATF3
JUN	BCL2L1	JUN_BCL2L1
JUN	BECN1	JUN_BECN1
JUN	BEX2	JUN_BEX2
JUN	BRCA1	JUN_BRCA1
JUN	CA2	JUN_CA2
JUN	CCK	JUN_CCK
JUN	CCL2	JUN_CCL2
JUN	CCL5	JUN_CCL5
JUN	CCND1	JUN_CCND1
JUN	CD82	JUN_CD82
JUN	CDK5R1	JUN_CDK5R1
JUN	CDKN1A	JUN_CDKN1A
JUN	CREM	JUN_CREM
JUN	CSF1	JUN_CSF1
JUN	CSF2	JUN_CSF2
JUN	CSTA	JUN_CSTA
JUN	CTGF	JUN_CTGF
JUN	CTSL	JUN_CTSL
JUN	CXCL8	JUN_CXCL8
JUN	CYP11A1	JUN_CYP11A1
JUN	CYP19A1	JUN_CYP19A1
JUN	CYP1A2	JUN_CYP1A2
JUN	CYP2J2	JUN_CYP2J2
JUN	DCN	JUN_DCN
JUN	DDIT3	JUN_DDIT3
JUN	DDX21	JUN_DDX21
JUN	EDN1	JUN_EDN1
JUN	EGFR	JUN_EGFR
JUN	ELN	JUN_ELN
JUN	ETS1	JUN_ETS1
JUN	ETS2	JUN_ETS2
JUN	EZH2	JUN_EZH2
JUN	EZR	JUN_EZR
JUN	F3	JUN_F3
JUN	FAS	JUN_FAS
JUN	FASLG	JUN_FASLG
JUN	FGF7	JUN_FGF7
JUN	VEGFD	JUN_VEGFD
JUN	FOSL1	JUN_FOSL1
JUN	GCLC	JUN_GCLC
JUN	GJA1	JUN_GJA1
JUN	GSTP1	JUN_GSTP1
JUN	HEY1	JUN_HEY1
JUN	IBSP	JUN_IBSP
JUN	IFNB1	JUN_IFNB1
JUN	IFNG	JUN_IFNG
JUN	IL12A	JUN_IL12A
JUN	IL12B	JUN_IL12B
JUN	IL1A	JUN_IL1A
JUN	IL1B	JUN_IL1B
JUN	IL2	JUN_IL2
JUN	IL23A	JUN_IL23A
JUN	IL24	JUN_IL24
JUN	IL3	JUN_IL3
JUN	IL5RA	JUN_IL5RA
JUN	IL6	JUN_IL6
JUN	ITGAX	JUN_ITGAX
JUN	ITGB8	JUN_ITGB8
JUN	JUN	JUN_JUN
JUN	KRT16	JUN_KRT16
JUN	LBP	JUN_LBP
JUN	LDHA	JUN_LDHA
JUN	LGALS3	JUN_LGALS3
JUN	LOR	JUN_LOR
JUN	MAP3K1	JUN_MAP3K1
JUN	MAPK8	JUN_MAPK8
JUN	MAT2A	JUN_MAT2A
JUN	MEF2D	JUN_MEF2D
JUN	MELTF	JUN_MELTF
JUN	MGMT	JUN_MGMT
JUN	MGP	JUN_MGP
JUN	MMP1	JUN_MMP1
JUN	MMP12	JUN_MMP12
JUN	MMP13	JUN_MMP13
JUN	MMP2	JUN_MMP2
JUN	MMP20	JUN_MMP20
JUN	MMP3	JUN_MMP3
JUN	MMP7	JUN_MMP7
JUN	MMP9	JUN_MMP9
JUN	MSR1	JUN_MSR1
JUN	MYB	JUN_MYB
JUN	MYC	JUN_MYC
JUN	NAMPT	JUN_NAMPT
JUN	NEFL	JUN_NEFL
JUN	NEIL1	JUN_NEIL1
JUN	NFKB2	JUN_NFKB2
JUN	NGF	JUN_NGF
JUN	NOS2	JUN_NOS2
JUN	NOS3	JUN_NOS3
JUN	NOX5	JUN_NOX5
JUN	NPY	JUN_NPY
JUN	NQO1	JUN_NQO1
JUN	NTS	JUN_NTS
JUN	OPRM1	JUN_OPRM1
JUN	OXTR	JUN_OXTR
JUN	PCK2	JUN_PCK2
JUN	PDHA1	JUN_PDHA1
JUN	PDK1	JUN_PDK1
JUN	PENK	JUN_PENK
JUN	PGR	JUN_PGR
JUN	PLAT	JUN_PLAT
JUN	PLAU	JUN_PLAU
JUN	PLAUR	JUN_PLAUR
JUN	POLD2	JUN_POLD2
JUN	PPARA	JUN_PPARA
JUN	PPARD	JUN_PPARD
JUN	PTGS2	JUN_PTGS2
JUN	PTN	JUN_PTN
JUN	RARA	JUN_RARA
JUN	RARB	JUN_RARB
JUN	RARG	JUN_RARG
JUN	RELB	JUN_RELB
JUN	REN	JUN_REN
JUN	RHOB	JUN_RHOB
JUN	RUNX2	JUN_RUNX2
JUN	SLC19A1	JUN_SLC19A1
JUN	SMAD7	JUN_SMAD7
JUN	SMN1	JUN_SMN1
JUN	SOD2	JUN_SOD2
JUN	SOX7	JUN_SOX7
JUN	SPI1	JUN_SPI1
JUN	SPRR1B	JUN_SPRR1B
JUN	SPRR3	JUN_SPRR3
JUN	STAR	JUN_STAR
JUN	STMN1	JUN_STMN1
JUN	SYK	JUN_SYK
JUN	TERT	JUN_TERT
JUN	TFF1	JUN_TFF1
JUN	TIMP2	JUN_TIMP2
JUN	TNC	JUN_TNC
JUN	TNF	JUN_TNF
JUN	TNFRSF10A	JUN_TNFRSF10A
JUN	TNFRSF1B	JUN_TNFRSF1B
JUN	TP53	JUN_TP53
JUN	TP73	JUN_TP73
JUN	TXN	JUN_TXN
JUN	UGT2B15	JUN_UGT2B15
JUN	VCAM1	JUN_VCAM1
JUN	VDR	JUN_VDR
JUN	VEGFA	JUN_VEGFA
JUNB	APOM	JUNB_APOM
JUNB	CD82	JUNB_CD82
JUNB	CDKN1A	JUNB_CDKN1A
JUNB	CDKN2A	JUNB_CDKN2A
JUNB	CLU	JUNB_CLU
JUNB	EGFR	JUNB_EGFR
JUNB	IL1B	JUNB_IL1B
JUNB	IL3	JUNB_IL3
JUNB	IL4	JUNB_IL4
JUNB	IVL	JUNB_IVL
JUNB	LOR	JUNB_LOR
JUNB	NQO1	JUNB_NQO1
JUNB	PTGS2	JUNB_PTGS2
JUNB	SFTPD	JUNB_SFTPD
JUNB	SMAD4	JUNB_SMAD4
JUND	BCL6	JUND_BCL6
JUND	CCL5	JUND_CCL5
JUND	CCND1	JUND_CCND1
JUND	CCR4	JUND_CCR4
JUND	CD40LG	JUND_CD40LG
JUND	CDKN1A	JUND_CDKN1A
JUND	CLU	JUND_CLU
JUND	CSTA	JUND_CSTA
JUND	ERBB2	JUND_ERBB2
JUND	F3	JUND_F3
JUND	FGFBP1	JUND_FGFBP1
JUND	FOSL1	JUND_FOSL1
JUND	GADD45A	JUND_GADD45A
JUND	GAST	JUND_GAST
JUND	GCLC	JUND_GCLC
JUND	IL3	JUND_IL3
JUND	IL5	JUND_IL5
JUND	IL6	JUND_IL6
JUND	ITGAV	JUND_ITGAV
JUND	ITGB3	JUND_ITGB3
JUND	IVL	JUND_IVL
JUND	MDM2	JUND_MDM2
JUND	MYB	JUND_MYB
JUND	NOS2	JUND_NOS2
JUND	NQO1	JUND_NQO1
JUND	NQO2	JUND_NQO2
JUND	NTS	JUND_NTS
JUND	PLAT	JUND_PLAT
JUND	PLAUR	JUND_PLAUR
JUND	PTGS2	JUND_PTGS2
JUND	SFTPD	JUND_SFTPD
JUND	SOX4	JUND_SOX4
JUND	TGFB1	JUND_TGFB1
JUND	TIMP1	JUND_TIMP1
KAT2B	CDK2	KAT2B_CDK2
KAT2B	CDKN1A	KAT2B_CDKN1A
KAT2B	CDKN1B	KAT2B_CDKN1B
KAT2B	CLOCK	KAT2B_CLOCK
KAT2B	CYP1B1	KAT2B_CYP1B1
KAT2B	IRF7	KAT2B_IRF7
KAT2B	LIN28A	KAT2B_LIN28A
KAT2B	NPAS2	KAT2B_NPAS2
KAT2B	RB1	KAT2B_RB1
KAT2B	SMAD4	KAT2B_SMAD4
KAT2B	TP73	KAT2B_TP73
KAT2B	YY1	KAT2B_YY1
KAT2B	ZEB1	KAT2B_ZEB1
KAT5	ERCC1	KAT5_ERCC1
KAT5	GMPS	KAT5_GMPS
KAT5	HDC	KAT5_HDC
KAT5	IL2	KAT5_IL2
KAT5	STAT3	KAT5_STAT3
KAT6A	HOXA9	KAT6A_HOXA9
KCNIP3	GCM1	KCNIP3_GCM1
KCNIP3	SLC8A3	KCNIP3_SLC8A3
KCNIP3	TG	KCNIP3_TG
KDM2A	EREG	KDM2A_EREG
KDM2A	NANOG	KDM2A_NANOG
KDM2A	SOX2	KDM2A_SOX2
KDM4B	AR	KDM4B_AR
KDM4B	CCNA1	KDM4B_CCNA1
KDM4B	CCND1	KDM4B_CCND1
KDM4B	ESR1	KDM4B_ESR1
KDM4B	WEE1	KDM4B_WEE1
KDM4C	JAG1	KDM4C_JAG1
KHDRBS1	AR	KHDRBS1_AR
KHDRBS1	IGF2	KHDRBS1_IGF2
KHDRBS1	LEP	KHDRBS1_LEP
KHSRP	RPL3	KHSRP_RPL3
KLF1	HBB	KLF1_HBB
KLF1	IL12B	KLF1_IL12B
KLF10	CDKN1A	KLF10_CDKN1A
KLF10	EGFR	KLF10_EGFR
KLF10	FGFR1	KLF10_FGFR1
KLF10	ITGAD	KLF10_ITGAD
KLF10	PTGS1	KLF10_PTGS1
KLF10	SERPINE1	KLF10_SERPINE1
KLF10	STMN1	KLF10_STMN1
KLF11	COL1A2	KLF11_COL1A2
KLF11	INS	KLF11_INS
KLF11	PDX1	KLF11_PDX1
KLF12	PRL	KLF12_PRL
KLF12	TFAP2A	KLF12_TFAP2A
KLF13	CCL5	KLF13_CCL5
KLF13	LDLR	KLF13_LDLR
KLF14	TGFBR2	KLF14_TGFBR2
KLF15	CLCNKA	KLF15_CLCNKA
KLF15	LRP5	KLF15_LRP5
KLF15	RBP3	KLF15_RBP3
KLF15	RHO	KLF15_RHO
KLF16	CDKN1A	KLF16_CDKN1A
KLF2	CCR5	KLF2_CCR5
KLF2	CCR7	KLF2_CCR7
KLF2	CDKN1A	KLF2_CDKN1A
KLF2	CXCR4	KLF2_CXCR4
KLF2	FABP5	KLF2_FABP5
KLF2	IL2	KLF2_IL2
KLF2	NOS3	KLF2_NOS3
KLF2	PPARG	KLF2_PPARG
KLF2	SELL	KLF2_SELL
KLF2	THBD	KLF2_THBD
KLF2	WEE1	KLF2_WEE1
KLF3	HBE1	KLF3_HBE1
KLF3	HBG1	KLF3_HBG1
KLF3	CKM	KLF3_CKM
KLF4	ALPI	KLF4_ALPI
KLF4	ATF3	KLF4_ATF3
KLF4	BDKRB2	KLF4_BDKRB2
KLF4	BIRC5	KLF4_BIRC5
KLF4	CCNB1	KLF4_CCNB1
KLF4	CCND1	KLF4_CCND1
KLF4	CD14	KLF4_CD14
KLF4	CDH1	KLF4_CDH1
KLF4	CDH5	KLF4_CDH5
KLF4	CDKN1A	KLF4_CDKN1A
KLF4	CDKN1B	KLF4_CDKN1B
KLF4	CDKN1C	KLF4_CDKN1C
KLF4	CDX2	KLF4_CDX2
KLF4	CYP1A1	KLF4_CYP1A1
KLF4	GDF15	KLF4_GDF15
KLF4	GPA33	KLF4_GPA33
KLF4	HBA1	KLF4_HBA1
KLF4	HBA2	KLF4_HBA2
KLF4	HDC	KLF4_HDC
KLF4	HSPA8	KLF4_HSPA8
KLF4	IFITM3	KLF4_IFITM3
KLF4	IL1B	KLF4_IL1B
KLF4	IL6	KLF4_IL6
KLF4	IVL	KLF4_IVL
KLF4	KRT19	KLF4_KRT19
KLF4	LAMA1	KLF4_LAMA1
KLF4	LAMA3	KLF4_LAMA3
KLF4	LXN	KLF4_LXN
KLF4	MMP2	KLF4_MMP2
KLF4	NANOG	KLF4_NANOG
KLF4	ODC1	KLF4_ODC1
KLF4	PFKP	KLF4_PFKP
KLF4	RARA	KLF4_RARA
KLF4	SOD1	KLF4_SOD1
KLF4	TAGLN	KLF4_TAGLN
KLF4	THBD	KLF4_THBD
KLF4	TP53	KLF4_TP53
KLF4	VDR	KLF4_VDR
KLF4	VEGFA	KLF4_VEGFA
KLF4	ZNF750	KLF4_ZNF750
KLF5	BIRC5	KLF5_BIRC5
KLF5	CCNB1	KLF5_CCNB1
KLF5	CCND1	KLF5_CCND1
KLF5	CDKN2B	KLF5_CDKN2B
KLF5	CXCR4	KLF5_CXCR4
KLF5	FASN	KLF5_FASN
KLF5	FGFBP1	KLF5_FGFBP1
KLF5	FOXO1	KLF5_FOXO1
KLF5	HIF1A	KLF5_HIF1A
KLF5	ITGB2	KLF5_ITGB2
KLF5	MMP9	KLF5_MMP9
KLF5	MYH11	KLF5_MYH11
KLF5	NOTCH1	KLF5_NOTCH1
KLF6	ASAH1	KLF6_ASAH1
KLF6	ATF3	KLF6_ATF3
KLF6	CCND1	KLF6_CCND1
KLF6	CDH1	KLF6_CDH1
KLF6	CDKN1A	KLF6_CDKN1A
KLF6	CERS2	KLF6_CERS2
KLF6	CGB5	KLF6_CGB5
KLF6	DAPK2	KLF6_DAPK2
KLF6	IGF1R	KLF6_IGF1R
KLF6	KRT12	KLF6_KRT12
KLF6	LAMA1	KLF6_LAMA1
KLF6	LTC4S	KLF6_LTC4S
KLF6	MMP9	KLF6_MMP9
KLF6	NOS2	KLF6_NOS2
KLF6	PMAIP1	KLF6_PMAIP1
KLF6	PSG3	KLF6_PSG3
